epoch,train_loss,test_acc
1,0.20031396660620604,5.388978930307942
2,0.10534738981263424,6.158833063209076
3,0.07585148377025999,11.345218800648297
4,0.061575927280979915,4.051863857374392
5,0.053194191792177235,33.06320907617504
6,0.047592062431925194,57.658022690437605
7,0.04351399979152815,76.49918962722853
8,0.041021170342204774,11.304700162074555
9,0.03718958251344843,25.0
10,0.03462452568810403,2.06645056726094
