epoch,train_loss,test_acc
1,0.19970968695190863,22.285251215559157
2,0.10124402107686047,38.087520259319284
3,0.07051125146388039,9.319286871961102
4,0.05766737740941164,9.521880064829821
5,0.0492054318335301,73.6223662884927
6,0.04487896760645497,63.897893030794165
7,0.03924215821231284,57.17179902755267
8,0.036356910189416836,70.5834683954619
9,0.033310306152495424,73.05510534846029
10,0.029762192977671853,75.68881685575364
